id,state,c_code,country,crop,year,harv_area_ha,yield,production_ha,statearea_ha,perimeter_km,lon,lat
"7754",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,39.2449418737,-14.3624299432
"7755",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,39.3371272218,-14.3599723800
"7886",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.6014284878,-14.4686205818
"7887",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.6937665518,-14.4663975586
"7888",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.7860887667,-14.4641386527
"7889",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.8783948795,-14.4618438926
"7890",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.9706846377,-14.4595133074
"7891",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,39.0629577888,-14.4571469265
"7892",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,39.1552140805,-14.4547447798
"7893",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,39.2474532611,-14.4523068975
"7894",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,39.3396750787,-14.4498333105
"8025",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.6036992891,-14.5586021905
"8026",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.6960742963,-14.5563647535
"8027",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.7884334241,-14.5540912015
"8028",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.8807764190,-14.5517815631
"8029",Mecuburi,MOZ,Mozambique,Maize,2000,10629.000000000000000,0.799981183554427,8503.000000000000000,784656.3200061790,373.5911472049,38.9731030279,-14.5494358676
