 Pixel        State             lon          lat     Crop    Fraction
33902       Barue              33.16380  -18.25207  Maize    0.00000000
33903       Barue              33.17321  -18.25236  Maize    0.02014096
33904       Barue              33.16350  -18.26107  Maize    0.00000000
33905       Barue              33.17291  -18.26135  Maize    0.07302381
33906       Barue              33.16320  -18.27006  Maize    0.00000055
33907       Barue              33.17261  -18.27035  Maize    0.62317779
33908       Barue              33.13375  -18.30515  Maize    0.58925678
33909       Barue              33.09579  -18.31298  Maize    0.62323484
33910       Barue              33.04750  -18.34747  Maize    0.00000018
33911       Barue              33.05691  -18.34777  Maize    0.00278038
33912       Barue              33.11248  -18.37650  Maize    0.29163139
33913       Barue              33.12159  -18.38578  Maize    0.62528459
33914       Mossuril           40.43332  -14.89270  Maize    7.80532052
33915       Mossuril           40.38714  -14.93818  Maize    9.88302248
33916       Mossuril           40.48268  -15.30816  Maize    9.87982849
33917       Mossuril           40.30580  -15.31830  Maize    9.24131523
33918       Mossuril           40.30585  -15.32734  Maize    9.87640311
33919       Mossuril           40.48325  -15.38950  Maize    0.47872612
33920       Mossuril           40.46487  -15.42577  Maize    6.32553889
33921       Mossuril           40.43723  -15.47115  Maize    7.48184233
33922       Mossuril           40.44655  -15.47108  Maize    9.86037837
33923       Mossuril           40.46525  -15.48000  Maize    0.14235997
33924       Mossuril           40.79391  -14.66422  Maize    9.52791994
33925       Mossuril           40.77556  -14.69148  Maize    5.00034138
33926       Mossuril           40.78484  -14.69140  Maize    9.86476394
33927       Mossuril           40.76635  -14.70058  Maize    9.84102141
33928       Mossuril           40.74814  -14.74591  Maize    2.10815410
33929       Mossuril           40.75742  -14.74584  Maize    9.88685922
33930       Mossuril           40.67405  -14.77357  Maize    0.00070627
33931       Mossuril           40.55337  -14.78345  Maize    7.91962038
33932       Mossuril           40.56266  -14.78339  Maize    9.01024441
33933       Mossuril           40.57195  -14.78333  Maize    8.74706311
33934       Mossuril           40.54414  -14.79256  Maize    8.60915913
33935       Mossuril           40.79516  -14.81785  Maize    9.30314330
33936       Mossuril           40.80445  -14.81778  Maize    9.88956666
33937       Mossuril           40.50724  -14.82895  Maize    0.87051498
33938       Mossuril           40.79524  -14.82689  Maize    9.88410495
33939       Mossuril           40.69326  -14.85477  Maize    0.00469271
33940       Mossuril           40.53543  -14.87396  Maize    0.87084551
33941       Mossuril           40.63785  -14.90037  Maize    9.90318324
33942       Mossuril           40.63806  -14.92748  Maize    9.88182286
33943       Mossuril           40.64735  -14.92741  Maize    9.77147491
33944       Mossuril           40.71277  -14.97212  Maize    1.28948989
33945       Mossuril           40.61987  -14.98184  Maize    9.63560954
33946       Mossuril           40.61994  -14.99087  Maize    9.60619091
33947       Mossuril           40.60148  -15.00908  Maize    8.87213500
33948       Mossuril           40.58295  -15.01825  Maize    9.50517769
33949       Mossuril           40.63874  -15.01785  Maize    9.59582107
33950       Mossuril           40.64804  -15.01779  Maize    9.48207814
33951       Mossuril           40.61112  -15.05420  Maize    9.89417341
33952       Mossuril           40.62042  -15.05414  Maize    9.81672167
33953       Mossuril           40.62972  -15.05407  Maize    9.88564607
33954       Mossuril           40.63902  -15.05400  Maize    9.89998473
33955       Mossuril           40.64839  -15.06297  Maize    9.90283066
33956       Mossuril           40.67629  -15.06277  Maize    9.90333950
33957       Mossuril           40.61126  -15.07228  Maize    9.90033125
33958       Mossuril           40.49129  -15.20868  Maize    9.90323582
33959       Mossuril           40.49135  -15.21771  Maize    9.83970330
33960       Mossuril           40.57512  -15.21714  Maize    6.82996936
33961       Mossuril           40.59374  -15.21701  Maize    9.72997966
33962       Mossuril           40.61235  -15.21688  Maize    9.83427211
33963       Mossuril           40.60311  -15.22598  Maize    9.89557872
33964       Mossuril           40.55664  -15.23535  Maize    9.87912880
33965       Mossuril           40.58456  -15.23515  Maize    9.85168361
33966       Mossuril           40.56615  -15.26240  Maize    9.89624942
33967       Mossuril           40.58483  -15.27130  Maize    9.90072556
33968       Mossuril           40.53888  -15.35297  Maize    9.56915481
33969       Mossuril           40.49250  -15.38040  Maize    9.90382203
33970       Mossuril           40.49282  -15.42559  Maize    9.90033163
33971       Marracuene         32.86337  -25.43133  Maize    0.85575585
33972       Marracuene         32.87326  -25.43174  Maize    0.20926890
33973       Marracuene         32.85303  -25.43989  Maize    0.86807296
33974       Marracuene         32.86291  -25.44031  Maize    0.85971425
33975       Marracuene         32.87280  -25.44072  Maize    0.85968481
33976       Marracuene         32.96181  -25.44442  Maize    0.84747076
33977       Marracuene         32.84268  -25.44846  Maize    0.86814265
33978       Marracuene         32.85257  -25.44887  Maize    0.86808858
33979       Marracuene         32.86246  -25.44929  Maize    0.85732036
33980       Marracuene         32.87235  -25.44970  Maize    0.17519540
33981       Marracuene         32.83233  -25.45702  Maize    0.86813109
33982       Marracuene         32.84222  -25.45743  Maize    0.86813122
33983       Marracuene         32.85211  -25.45785  Maize    0.86813941
33984       Marracuene         32.86200  -25.45827  Maize    0.86774996
33985       Marracuene         32.87189  -25.45868  Maize    0.85842461
33986       Marracuene         32.82198  -25.46558  Maize    0.85636979
33987       Marracuene         32.83187  -25.46599  Maize    0.86735229
33988       Marracuene         32.84176  -25.46641  Maize    0.86814246
33989       Marracuene         32.85165  -25.46683  Maize    0.86814244
33990       Marracuene         32.86154  -25.46724  Maize    0.86814260
33991       Marracuene         32.87143  -25.46766  Maize    0.86814265
33992       Marracuene         32.82152  -25.47456  Maize    0.80891270
33993       Marracuene         32.83141  -25.47497  Maize    0.86813645
33994       Marracuene         32.84130  -25.47539  Maize    0.86813252
33995       Marracuene         32.85119  -25.47581  Maize    0.86789640
33996       Marracuene         32.86109  -25.47622  Maize    0.86707271
33997       Marracuene         32.87098  -25.47664  Maize    0.86811323
33998       Marracuene         32.81117  -25.48311  Maize    0.86813699
33999       Marracuene         32.82106  -25.48353  Maize    0.80836322
34000       Marracuene         32.83095  -25.48395  Maize    0.86813810
34001       Marracuene         32.84084  -25.48437  Maize    0.86810872
34002       Marracuene         32.85074  -25.48478  Maize    0.86806246
34003       Marracuene         32.86063  -25.48520  Maize    0.86769113
34004       Marracuene         32.87052  -25.48562  Maize    0.01868750
34005       Marracuene         32.81071  -25.49209  Maize    0.77790278
34006       Marracuene         32.82060  -25.49251  Maize    0.86811267
34007       Marracuene         32.83049  -25.49293  Maize    0.86813631
34008       Marracuene         32.84039  -25.49335  Maize    0.86811009
34009       Marracuene         32.85028  -25.49376  Maize    0.86810216
34010       Marracuene         32.86017  -25.49418  Maize    0.86275868
34011       Marracuene         32.87006  -25.49459  Maize    0.86320131
34012       Marracuene         32.80036  -25.50065  Maize    0.70041968
34013       Marracuene         32.81025  -25.50107  Maize    0.86754270
34014       Marracuene         32.82014  -25.50149  Maize    0.86747554
34015       Marracuene         32.83003  -25.50191  Maize    0.83534603
34016       Marracuene         32.83993  -25.50232  Maize    0.86813934
34017       Marracuene         32.84982  -25.50274  Maize    0.86811790
34018       Marracuene         32.85971  -25.50316  Maize    0.86066271
34019       Marracuene         32.86961  -25.50357  Maize    0.86807940
34020       Marracuene         32.80979  -25.51005  Maize    0.86809620
34021       Marracuene         32.81968  -25.51047  Maize    0.86810578
34022       Marracuene         32.82957  -25.51088  Maize    0.85751345
34023       Marracuene         32.83947  -25.51130  Maize    0.86814260
34024       Marracuene         32.84936  -25.51172  Maize    0.86795112
34025       Marracuene         32.85925  -25.51214  Maize    0.86802078
34026       Marracuene         32.86915  -25.51255  Maize    0.86326704
34027       Marracuene         32.79943  -25.51860  Maize    0.32849665
